w
100167733010478_ereg_231,1
100167820010478_ereg_231,2
100167914010478_ereg_231,3
100167991010478_ereg_M221,4
100168129010478_ereg_M221,5
100168444010478_ereg_M221,6
100168544010478_ereg_M221,7
100168618010478_ereg_M221,8
100169332010478_ereg_232,9
100169425010478_ereg_232,10
100169531010478_ereg_232,11
100169653010478_ereg_232,12
100170144010478_ereg_232,13
100172123010478_ereg_221,14
100172274010478_ereg_221,15
100172515010478_ereg_M221,16
100172804010478_ereg_221,17
100173569010478_ereg_231,18
100173814010478_ereg_231,19
100173986010478_ereg_231,20
100174145010478_ereg_231,21
100174990010478_ereg_M221,22
100175161010478_ereg_M221,23
100175589010478_ereg_231,24
100175689010478_ereg_231,25
100175773010478_ereg_231,26
100176177010478_ereg_231,27
100177083010478_ereg_M221,28
100177472010478_ereg_M221,29
100177563010478_ereg_M221,30
100178034010478_ereg_M221,31
100178118010478_ereg_221,32
100178377010478_ereg_M221,33
100178751010478_ereg_232,34
100178895010478_ereg_232,35
100179261010478_ereg_232,36
100179835010478_ereg_232,37
100180733010661_ereg_212,38
100180926010661_ereg_212,39
100180968010661_ereg_212,40
100181092010661_ereg_212,41
100181130010661_ereg_212,42
100181343010661_ereg_212,43
100181394010478_ereg_231,44
100181800010478_ereg_M221,45
100181813010661_ereg_212,46
100181925010478_ereg_M221,47
100182086010478_ereg_M221,48
100182277010661_ereg_212,49
100182542010478_ereg_231,50
100182567010661_ereg_212,51
100182629010478_ereg_M221,52
100182656010661_ereg_212,53
100182723010661_ereg_212,54
100182955010661_ereg_212,55
100182963010478_ereg_231,56
100183032010478_ereg_231,57
100183155010661_ereg_222,58
100183258010661_ereg_222,59
100183525010661_ereg_222,60
100183652010478_ereg_231,61
100183793010661_ereg_222,62
100183916010661_ereg_222,63
100184051010478_ereg_231,64
100184114010661_ereg_222,65
100184159010661_ereg_222,66
100184178010478_ereg_231,67
100184535010661_ereg_222,68
100184980010478_ereg_231,69
100185301010661_ereg_212,70
100185387010661_ereg_212,71
100185482010661_ereg_212,72
100185715010661_ereg_212,73
100186311010661_ereg_212,74
100186408010661_ereg_212,75
100186496010478_ereg_232,76
100186718010661_ereg_212,77
100186828010478_ereg_221,78
100186982010661_ereg_212,79
100187153010478_ereg_M221,80
100187171010661_ereg_212,81
100187285010478_ereg_M221,82
100187391010478_ereg_M221,83
100187567010661_ereg_212,84
100187663010661_ereg_212,85
100187768010478_ereg_M221,86
100188040010478_ereg_M221,87
100188181010661_ereg_212,88
100188196010478_ereg_M221,89
100188300010661_ereg_212,90
100188332010478_ereg_M221,91
100188427010478_ereg_M221,92
100188608010478_ereg_M221,93
100188630010661_ereg_212,94
100188711010661_ereg_212,95
100188743010478_ereg_M221,96
100188849010478_ereg_M221,97
100188916010478_ereg_M221,98
100188976010478_ereg_M221,99
100189113010478_ereg_M221,100
100189203010478_ereg_M221,101
100189204010661_ereg_212,102
100189246010661_ereg_212,103
100189360010661_ereg_212,104
100189454010478_ereg_M221,105
100189504010661_ereg_212,106
100189513010478_ereg_M221,107
100189622010478_ereg_M221,108
100189644010661_ereg_212,109
100189794010661_ereg_212,110
100189946010661_ereg_212,111
100190012010478_ereg_M221,112
100190054010661_ereg_212,113
100190156010661_ereg_212,114
100190326010478_ereg_M221,115
100190399010661_ereg_212,116
100190442010478_ereg_M221,117
100190452010661_ereg_212,118
100190596010478_ereg_M221,119
100190664010661_ereg_212,120
100190701010478_ereg_M221,121
100190754010661_ereg_212,122
100190909010478_ereg_M221,123
100190982010661_ereg_212,124
100191055010478_ereg_M221,125
100191116010478_ereg_M221,126
100191143010661_ereg_212,127
100191165010478_ereg_M221,128
100191228010478_ereg_M221,129
100191300010478_ereg_M221,130
100191372010478_ereg_M221,131
100191525010478_ereg_M221,132
100191655010478_ereg_M221,133
100191832010478_ereg_232,134
100192068010478_ereg_232,135
100192274010661_ereg_212,136
100192484010478_ereg_231,137
100192538010661_ereg_212,138
100193070010661_ereg_212,139
100193152010478_ereg_232,140
100193180010661_ereg_212,141
100193427010478_ereg_231,142
100193464010661_ereg_212,143
100193557010478_ereg_231,144
100193666010478_ereg_231,145
100194115010478_ereg_232,146
100194430010661_ereg_212,147
100194986010661_ereg_212,148
100195201010661_ereg_212,149
100195308010661_ereg_212,150
100195360010478_ereg_232,151
100195419010661_ereg_212,152
100195577010478_ereg_232,153
100195934010661_ereg_212,154
100196153010661_ereg_212,155
100196336010478_ereg_231,156
100196443010661_ereg_212,157
100196769010661_ereg_222,158
100196865010478_ereg_231,159
100197127010478_ereg_231,160
100197194010661_ereg_212,161
100197272010478_ereg_231,162
100197706010478_ereg_231,163
100197821010478_ereg_231,164
100198032010661_ereg_212,165
100198130010478_ereg_232,166
100198267010661_ereg_212,167
100198346010478_ereg_231,168
100198851010661_ereg_222,169
100198939010478_ereg_232,170
